timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608120359,00009,1,0,0,0,8,9,27.173939,101.000000,2,3.987299,54.000000,7,3.690459,54.000000,3,3.227027,53.000000,4,-5.053246,36.000000,5,-5.902389,34.000000,6,-6.250458,34.000000,,,,,,
1760608120459,00001,4,4,0,0,8,1,-11.322878,24.000000,3,24.722919,96.000000,2,7.117611,61.000000,4,4.966264,56.000000,7,-11.357485,23.000000,5,-12.482590,21.000000,6,-22.913670,0.000000,,,,,,
1760608120459,00003,4,4,0,0,8,3,-17.865104,10.000000,6,15.523151,78.000000,3,9.612975,66.000000,4,7.113930,61.000000,2,3.827268,54.000000,5,0.976450,48.000000,7,-5.160194,36.000000,,,,,,
1760608120459,00008,4,4,0,0,8,8,-4.051014,38.000000,2,9.068883,65.000000,4,8.825912,64.000000,3,6.756973,60.000000,5,-2.588674,41.000000,6,-9.074593,28.000000,7,-26.558387,0.000000,,,,,,
1760608120459,00010,4,4,0,0,8,10,-4.968574,36.000000,6,22.307901,91.000000,5,13.621205,74.000000,2,8.636149,64.000000,7,2.629978,52.000000,4,-9.237679,28.000000,3,-19.271083,8.000000,,,,,,
1760608120559,00003,3,3,0,0,8,3,-21.690683,3.000000,6,11.995323,71.000000,3,8.666431,64.000000,4,6.532697,60.000000,5,2.796160,52.000000,2,1.745057,50.000000,7,-11.374328,23.000000,,,,,,
1760608120559,00008,3,3,0,0,8,8,-5.100287,36.000000,4,9.107352,65.000000,2,6.134577,59.000000,3,4.754178,56.000000,5,-5.110671,36.000000,6,-8.237290,30.000000,7,-31.908848,0.000000,,,,,,
1760608120559,00011,3,3,0,0,8,11,-4.339882,38.000000,2,3.816735,54.000000,7,-0.207994,46.000000,6,-0.454603,45.000000,5,-3.576640,39.000000,3,-8.939470,28.000000,4,-17.619919,11.000000,,,,,,
1760608120659,00008,4,4,0,0,8,8,-9.170036,28.000000,4,9.859364,66.000000,2,8.951031,64.000000,3,2.788110,52.000000,5,-7.501857,31.000000,6,-9.807793,27.000000,7,-28.156496,0.000000,,,,,,
1760608120659,00007,4,4,0,0,8,7,-26.521159,0.000000,6,18.379566,83.000000,5,13.660552,74.000000,4,3.327836,53.000000,7,2.828124,52.000000,2,-5.047041,36.000000,3,-13.131542,20.000000,,,,,,
1760608120659,00004,4,4,0,0,8,4,14.353991,75.000000,2,14.102507,75.000000,7,11.978859,71.000000,6,-0.621596,45.000000,4,-4.853167,37.000000,5,-11.984170,22.000000,3,-12.311418,22.000000,,,,,,
1760608120659,00014,4,4,0,0,8,14,-35.963820,0.000000,6,7.739911,62.000000,5,4.760525,56.000000,7,3.150542,53.000000,4,-3.960224,38.000000,2,-4.125258,38.000000,3,-11.564425,23.000000,,,,,,
1760608120759,00004,2,2,0,0,8,4,9.895609,66.000000,7,15.809259,78.000000,2,8.480905,63.000000,4,-5.778158,35.000000,6,-8.644281,29.000000,3,-12.523730,21.000000,5,-13.078127,20.000000,,,,,,
1760608120759,00014,2,2,0,0,8,14,-31.308193,0.000000,6,8.148303,63.000000,7,5.279859,57.000000,5,0.377759,47.000000,2,-2.999493,40.000000,4,-6.771646,33.000000,3,-15.899559,14.000000,,,,,,
1760608120859,00006,1,1,0,0,8,6,10.038083,67.000000,2,20.906628,89.000000,3,7.105718,61.000000,4,3.515152,53.000000,7,-3.451615,39.000000,6,-10.727588,25.000000,5,-15.392585,15.000000,,,,,,
