timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608120359,00001,2,1,0,0,3,1,21.880428,90.000000,2,7.436635,61.000000,4,6.760496,60.000000,7,-5.393093,35.000000,8,-6.765530,33.000000,5,-13.041841,20.000000,6,-21.929460,2.000000,,,,,,
1760608120359,00002,2,1,0,0,3,2,11.463155,69.000000,8,9.432759,65.000000,2,5.180980,57.000000,5,-0.098233,46.000000,7,-1.582354,43.000000,4,-9.318679,28.000000,6,-19.961422,6.000000,,,,,,
1760608120459,00002,3,3,0,0,3,2,13.363361,73.000000,8,11.095018,69.000000,2,5.520324,57.000000,5,2.343275,51.000000,7,-4.364578,38.000000,4,-9.834010,27.000000,6,-18.971410,8.000000,,,,,,
1760608120459,00009,3,3,0,0,3,9,8.136009,63.000000,8,23.522773,94.000000,7,3.859472,54.000000,2,2.844038,52.000000,4,-4.570895,37.000000,5,-4.883678,37.000000,6,-8.680124,29.000000,,,,,,
1760608120459,00012,3,3,0,0,3,12,12.780411,72.000000,4,10.742746,68.000000,2,-5.290650,36.000000,5,-7.819908,31.000000,8,-11.796538,23.000000,6,-14.767287,17.000000,7,-18.883907,8.000000,,,,,,
1760608120559,00009,3,3,0,0,3,9,12.068601,71.000000,8,22.562251,92.000000,7,6.473375,59.000000,5,-3.077939,40.000000,2,-3.243503,40.000000,4,-3.441884,39.000000,6,-12.952129,20.000000,,,,,,
1760608120559,00013,3,3,0,0,3,13,5.439366,57.000000,2,10.274791,67.000000,8,6.565826,60.000000,4,-4.408918,37.000000,7,-6.450132,33.000000,5,-7.110980,32.000000,6,-15.747058,15.000000,,,,,,
1760608120559,00007,3,3,0,0,3,7,-14.876113,16.000000,6,12.564118,72.000000,5,11.097203,69.000000,7,2.246195,51.000000,4,0.620518,48.000000,2,-3.811139,39.000000,8,-21.876452,2.000000,,,,,,
1760608120659,00009,3,3,0,0,3,9,8.445445,63.000000,8,21.735890,90.000000,7,5.192463,57.000000,2,3.366482,53.000000,5,-5.538066,35.000000,4,-7.535741,31.000000,6,-10.849379,24.000000,,,,,,
1760608120659,00013,3,3,0,0,3,13,1.107384,49.000000,8,8.241446,63.000000,2,8.055219,63.000000,5,-3.880126,39.000000,7,-9.550005,27.000000,4,-10.851535,24.000000,6,-17.655544,11.000000,,,,,,
1760608120659,00003,3,3,0,0,3,3,3.552857,54.000000,6,10.913180,68.000000,4,7.506141,61.000000,2,6.361141,59.000000,5,0.300479,47.000000,7,-3.197803,40.000000,8,-18.160780,10.000000,,,,,,
1760608120759,00002,2,2,0,0,3,2,9.910309,66.000000,8,8.040969,63.000000,2,4.570900,56.000000,5,2.208607,51.000000,7,-1.825855,43.000000,4,-15.059643,16.000000,6,-19.914006,6.000000,,,,,,
1760608120759,00005,2,2,0,0,3,5,-30.070098,0.000000,5,38.057859,123.000000,2,-0.900958,45.000000,7,-8.442516,29.000000,4,-9.084035,28.000000,8,-11.325111,24.000000,6,-16.264925,14.000000,,,,,,
1760608120859,00004,2,2,0,0,3,4,-9.803643,27.000000,7,14.833513,76.000000,2,12.128718,71.000000,8,8.651623,64.000000,4,-7.357813,32.000000,6,-7.493028,31.000000,5,-12.647579,21.000000,,,,,,
1760608120859,00014,2,2,0,0,3,14,-16.749266,13.000000,5,7.635973,62.000000,6,5.402762,57.000000,7,4.636198,56.000000,4,-1.266435,44.000000,2,-3.680974,39.000000,8,-34.433350,0.000000,,,,,,
