timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608120359,00011,1,0,0,0,7,11,2.715482,52.000000,2,0.577406,48.000000,8,-0.724459,45.000000,6,-3.605549,39.000000,5,-7.162272,32.000000,3,-8.269080,30.000000,4,-18.157146,10.000000,,,,,,
1760608120459,00011,4,4,0,0,7,11,1.406187,49.000000,2,1.511080,49.000000,8,-0.025570,46.000000,6,-4.658032,37.000000,5,-6.497724,33.000000,3,-9.598413,27.000000,4,-22.053143,2.000000,,,,,,
1760608120459,00004,4,4,0,0,7,4,10.809408,68.000000,2,16.556866,80.000000,8,13.389879,73.000000,6,2.010980,50.000000,4,-5.003644,36.000000,3,-7.996775,30.000000,5,-14.501971,17.000000,,,,,,
1760608120459,00005,4,4,0,0,7,5,-4.286787,38.000000,5,36.707468,120.000000,2,-2.434762,41.000000,4,-13.362993,19.000000,8,-14.281485,18.000000,6,-15.992952,14.000000,3,-28.115544,0.000000,,,,,,
1760608120459,00007,4,4,0,0,7,7,1.800375,50.000000,6,13.708972,74.000000,5,13.120443,73.000000,4,0.792681,48.000000,2,-3.491001,39.000000,3,-14.086276,18.000000,8,-21.906880,2.000000,,,,,,
1760608120559,00005,3,3,0,0,7,5,-7.488688,31.000000,5,38.312377,124.000000,2,-1.922561,42.000000,4,-13.682583,19.000000,6,-18.165484,10.000000,8,-19.431401,7.000000,3,-27.813947,0.000000,,,,,,
1760608120559,00002,3,3,0,0,7,2,-0.871905,45.000000,3,12.877127,72.000000,8,12.692935,72.000000,2,7.042055,61.000000,5,-4.678394,37.000000,4,-12.193664,22.000000,6,-18.774001,9.000000,,,,,,
1760608120559,00010,3,3,0,0,7,10,8.564736,64.000000,6,19.105920,85.000000,5,16.950267,81.000000,2,8.121084,63.000000,8,1.777182,50.000000,4,-8.268147,30.000000,3,-14.648408,17.000000,,,,,,
1760608120659,00006,2,2,0,0,7,6,-3.198150,40.000000,2,29.170538,105.000000,8,9.844056,66.000000,3,8.130148,63.000000,4,2.131258,51.000000,5,-10.771135,25.000000,6,-12.969399,20.000000,,,,,,
1760608120659,00011,2,2,0,0,7,11,4.238435,55.000000,6,3.036120,52.000000,2,2.157926,51.000000,8,-0.039988,46.000000,5,-3.679139,39.000000,3,-6.905781,32.000000,4,-19.859416,6.000000,,,,,,
1760608120759,00006,3,3,0,0,7,6,-3.054893,40.000000,2,30.136814,107.000000,8,12.883148,72.000000,3,5.794631,58.000000,4,-0.072689,46.000000,5,-11.313758,24.000000,6,-12.294915,22.000000,,,,,,
1760608120759,00011,3,3,0,0,7,11,3.942750,54.000000,6,5.171166,57.000000,2,3.457270,53.000000,8,2.618162,52.000000,5,-5.736718,35.000000,3,-11.428570,23.000000,4,-17.071317,12.000000,,,,,,
1760608120759,00009,3,3,0,0,7,9,7.899315,62.000000,8,25.273560,97.000000,3,7.361314,61.000000,2,-1.679704,43.000000,5,-3.746728,39.000000,4,-4.958177,36.000000,6,-8.657435,29.000000,,,,,,
1760608120859,00011,4,4,0,0,7,11,1.245420,49.000000,6,5.348432,57.000000,8,4.358178,55.000000,2,2.548752,52.000000,3,-10.490176,25.000000,5,-11.165923,24.000000,4,-19.086508,8.000000,,,,,,
1760608120859,00002,4,4,0,0,7,2,-1.168074,44.000000,8,8.608507,64.000000,3,8.146319,63.000000,2,4.228300,55.000000,5,0.448732,47.000000,4,-17.274133,12.000000,6,-20.321476,5.000000,,,,,,
1760608120859,00003,4,4,0,0,7,3,-12.079874,22.000000,6,16.846801,80.000000,2,12.940910,72.000000,3,5.611978,58.000000,4,3.319101,53.000000,5,-0.634407,45.000000,8,-18.339317,9.000000,,,,,,
1760608120859,00010,4,4,0,0,7,10,2.910892,52.000000,6,16.863129,80.000000,5,11.708270,70.000000,2,7.606699,62.000000,8,-2.375858,42.000000,4,-6.758533,33.000000,3,-22.240143,2.000000,,,,,,
