timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608034584,00011,1,0,0,0,7,11,2.715482,52.000000,2,0.577406,48.000000,8,-0.724459,45.000000,6,-3.605549,39.000000,5,-7.162272,32.000000,3,-8.269080,30.000000,4,-18.157146,10.000000,,,,,,
1760608034684,00002,2,2,0,0,7,2,-5.434107,35.000000,3,15.865482,78.000000,8,8.786873,64.000000,2,5.777531,58.000000,5,1.968438,50.000000,4,-8.295985,30.000000,6,-18.303858,9.000000,,,,,,
1760608034684,00012,2,2,0,0,7,12,-17.297843,11.000000,3,11.580623,70.000000,4,9.212957,65.000000,2,-2.214040,42.000000,5,-6.721247,33.000000,8,-9.415633,27.000000,6,-14.467303,17.000000,,,,,,
1760608034784,00007,1,1,0,0,7,7,0.475116,47.000000,6,19.183943,85.000000,5,11.300831,69.000000,4,4.762400,56.000000,2,-6.060833,34.000000,3,-13.112382,20.000000,8,-18.729424,9.000000,,,,,,
1760608034884,00001,2,2,0,0,7,1,-1.860271,43.000000,3,25.480801,98.000000,2,5.318022,57.000000,4,2.657805,52.000000,8,-14.207634,18.000000,5,-21.300094,3.000000,6,-23.976654,0.000000,,,,,,
1760608034884,00011,2,2,0,0,7,11,-0.522183,45.000000,8,4.617651,56.000000,2,4.147434,55.000000,6,-7.054725,32.000000,3,-9.233512,28.000000,5,-10.695758,25.000000,4,-17.613171,11.000000,,,,,,
1760608034984,00012,2,2,0,0,7,12,-13.174518,20.000000,3,11.825510,70.000000,4,6.132639,59.000000,5,1.911563,50.000000,2,-2.859439,41.000000,6,-16.997608,12.000000,8,-18.343517,9.000000,,,,,,
1760608034984,00007,2,2,0,0,7,7,-0.323367,46.000000,6,13.868405,74.000000,5,12.866927,72.000000,4,4.497898,55.000000,2,-0.120905,46.000000,3,-13.822439,19.000000,8,-19.070134,8.000000,,,,,,
1760608035084,00007,3,3,0,0,7,7,1.606442,50.000000,6,15.708308,78.000000,5,7.690436,62.000000,4,4.994959,56.000000,2,4.274264,55.000000,3,-13.936919,18.000000,8,-16.994759,12.000000,,,,,,
1760608035084,00009,3,3,0,0,7,9,6.719300,60.000000,8,30.277419,107.000000,3,7.900211,62.000000,2,-0.579965,45.000000,6,-7.103964,32.000000,4,-7.474994,31.000000,5,-9.918865,26.000000,,,,,,
1760608035084,00014,3,3,0,0,7,14,5.710294,58.000000,5,8.582983,64.000000,6,5.870497,58.000000,2,-3.673402,39.000000,4,-8.883685,28.000000,3,-16.205803,14.000000,8,-36.320662,0.000000,,,,,,
