timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608034584,00001,2,1,0,0,3,1,21.880428,90.000000,2,7.436635,61.000000,4,6.760496,60.000000,7,-5.393093,35.000000,8,-6.765530,33.000000,5,-13.041841,20.000000,6,-21.929460,2.000000,,,,,,
1760608034584,00002,2,1,0,0,3,2,11.463155,69.000000,8,9.432759,65.000000,2,5.180980,57.000000,5,-0.098233,46.000000,7,-1.582354,43.000000,4,-9.318679,28.000000,6,-19.961422,6.000000,,,,,,
1760608034684,00005,1,1,0,0,3,5,-28.639739,0.000000,5,36.203424,119.000000,7,-2.570720,41.000000,2,-3.981053,38.000000,4,-13.414629,19.000000,8,-15.374084,15.000000,6,-17.757128,11.000000,,,,,,
1760608034784,00005,3,3,0,0,3,5,-28.230468,0.000000,5,35.748718,118.000000,7,-3.255943,40.000000,2,-6.638622,33.000000,4,-12.103240,22.000000,8,-14.700179,17.000000,6,-18.647956,9.000000,,,,,,
1760608034784,00013,3,3,0,0,3,13,6.818618,60.000000,8,11.682452,70.000000,2,9.031659,65.000000,4,-3.599279,39.000000,7,-9.749172,27.000000,6,-13.791971,19.000000,5,-19.018277,8.000000,,,,,,
1760608034784,00014,3,3,0,0,3,14,-15.852251,14.000000,7,13.222626,73.000000,6,8.187445,63.000000,5,7.525059,62.000000,2,-2.187960,42.000000,4,-6.771477,33.000000,8,-31.256751,0.000000,,,,,,
1760608034884,00013,1,1,0,0,3,13,6.207001,59.000000,8,16.537504,80.000000,2,11.962509,70.000000,4,-7.822456,31.000000,7,-11.277811,24.000000,5,-16.831850,12.000000,6,-18.078567,10.000000,,,,,,
1760608034984,00013,2,2,0,0,3,13,3.468013,53.000000,2,18.496604,84.000000,8,11.339439,69.000000,7,-10.064089,26.000000,4,-10.847464,24.000000,5,-14.301945,18.000000,6,-15.132039,16.000000,,,,,,
1760608034984,00003,2,2,0,0,3,3,2.033588,50.000000,6,10.747025,68.000000,4,6.660680,60.000000,2,1.324866,49.000000,7,-1.705804,43.000000,5,-3.226499,40.000000,8,-18.027776,10.000000,,,,,,
1760608035084,00003,3,3,0,0,3,3,3.266591,53.000000,6,11.859893,70.000000,4,8.167778,63.000000,2,4.183254,55.000000,7,-0.166582,46.000000,5,-1.201017,44.000000,8,-16.923366,12.000000,,,,,,
1760608035084,00005,3,3,0,0,3,5,-28.139994,0.000000,5,34.776510,116.000000,2,-2.199576,42.000000,7,-7.314815,32.000000,4,-7.740003,31.000000,8,-17.584178,11.000000,6,-20.969950,4.000000,,,,,,
1760608035084,00006,3,3,0,0,3,6,3.062817,53.000000,2,25.185327,97.000000,8,14.221418,75.000000,4,4.684723,56.000000,7,3.260805,53.000000,6,-13.416929,19.000000,5,-13.787216,19.000000,,,,,,
