timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608076359,00009,1,0,0,0,8,9,27.173939,101.000000,2,3.987299,54.000000,7,3.690459,54.000000,3,3.227027,53.000000,4,-5.053246,36.000000,5,-5.902389,34.000000,6,-6.250458,34.000000,,,,,,
1760608076459,00001,1,1,0,0,8,1,-9.746547,27.000000,3,22.344642,91.000000,2,6.628521,60.000000,4,2.190306,51.000000,7,-11.512251,23.000000,5,-12.667636,21.000000,6,-23.750697,0.000000,,,,,,
1760608076559,00001,2,2,0,0,8,1,-8.821370,29.000000,3,24.993005,97.000000,2,7.645817,62.000000,4,3.684367,54.000000,7,-9.640873,27.000000,5,-10.926786,24.000000,6,-20.657571,5.000000,,,,,,
1760608076559,00012,2,2,0,0,8,12,-8.588944,29.000000,3,9.499298,66.000000,4,4.903882,56.000000,2,3.308991,53.000000,5,-10.920453,24.000000,6,-15.374659,15.000000,7,-17.189360,12.000000,,,,,,
1760608076659,00001,3,3,0,0,8,1,-8.758415,29.000000,3,20.565326,88.000000,2,8.435736,63.000000,4,2.747556,52.000000,7,-9.047588,28.000000,5,-12.605813,21.000000,6,-22.881276,0.000000,,,,,,
1760608076659,00011,3,3,0,0,8,11,-0.876020,45.000000,2,3.590621,54.000000,7,0.548220,47.000000,6,-6.005212,34.000000,5,-8.503908,29.000000,3,-9.864054,26.000000,4,-18.203684,10.000000,,,,,,
1760608076659,00014,3,3,0,0,8,14,-33.635373,0.000000,5,13.809729,74.000000,6,12.523877,72.000000,7,8.174567,63.000000,3,1.469381,49.000000,2,-2.406906,42.000000,4,-3.058672,40.000000,,,,,,
1760608076759,00003,3,3,0,0,8,3,-20.983973,4.000000,3,11.387546,69.000000,6,8.561986,64.000000,4,4.292560,55.000000,5,1.940608,50.000000,2,1.757109,50.000000,7,-5.284747,36.000000,,,,,,
1760608076759,00007,3,3,0,0,8,7,-27.657821,0.000000,5,15.941095,79.000000,6,9.652408,66.000000,4,-0.952713,44.000000,7,-5.292485,36.000000,2,-6.989595,32.000000,3,-19.400110,7.000000,,,,,,
1760608076759,00013,3,3,0,0,8,13,2.944655,52.000000,3,7.817760,62.000000,2,4.869590,56.000000,4,-3.220383,40.000000,5,-13.234095,20.000000,7,-13.569290,19.000000,6,-14.022604,18.000000,,,,,,
