% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.1	0.2	1	1	14	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	3	2	2	3	11	26	11	26	0	0	0	0	2.36364	0.80904	2	4	
0.1	0.2	4	3	3	3	7	14	7	14	0	0	0	0	2	0	2	2	
0.1	0.2	1	4	1	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	5	4	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	6	2	3	6	14	6	14	0	0	0	0	2.33333	0.816497	2	4	
0.1	0.2	5	7	2	3	12	36	12	36	0	0	0	0	3	1.04447	2	4	
0.1	0.2	1	8	3	3	8	18	8	18	0	0	0	0	2.25	0.707107	2	4	
0.1	0.2	1	9	6	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	10	11	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	11	4	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	12	5	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	1	13	3	3	3	6	3	6	0	0	0	0	2	0	2	2	
0.1	0.2	5	14	4	3	12	26	11	24	0	0	0	0	2.18182	0.603023	2	4	
0.2	0.3	1	1	14	3	6	12	6	12	0	0	0	0	2	0	2	2	
0.2	0.3	1	2	4	3	16	38	16	38	0	0	0	0	2.375	0.806226	2	4	
0.2	0.3	1	3	3	3	17	42	15	38	0	0	0	0	2.53333	0.915475	2	4	
0.2	0.3	1	4	1	3	7	14	7	14	0	0	0	0	2	0	2	2	
0.2	0.3	5	5	6	3	16	32	15	30	0	0	0	0	2	0	2	2	
0.2	0.3	1	6	2	3	11	26	11	26	0	0	0	0	2.36364	0.80904	2	4	
0.2	0.3	1	7	2	3	25	80	24	78	0	0	0	0	3.25	0.989071	2	4	
0.2	0.3	4	8	7	3	21	44	20	42	0	0	0	0	2.1	0.447214	2	4	
0.2	0.3	1	9	6	3	7	14	7	14	0	0	0	0	2	0	2	2	
0.2	0.3	1	10	11	3	6	12	6	12	0	0	0	0	2	0	2	2	
0.2	0.3	1	11	8	3	6	12	6	12	0	0	0	0	2	0	2	2	
0.2	0.3	1	12	5	3	7	14	7	14	0	0	0	0	2	0	2	2	
0.2	0.3	1	13	3	3	15	36	15	36	0	0	0	0	2.4	0.828079	2	4	
0.2	0.3	1	14	4	3	21	54	20	52	0	0	0	0	2.6	0.940325	2	4	
0.3	0.4	1	1	14	3	10	20	10	20	0	0	0	0	2	0	2	2	
0.3	0.4	1	2	7	3	20	46	20	46	0	0	0	0	2.3	0.732695	2	4	
0.3	0.4	6	3	8	3	25	60	24	58	0	0	0	0	2.41667	0.829702	2	4	
0.3	0.4	1	4	9	3	10	20	10	20	0	0	0	0	2	0	2	2	
