timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608076359,00003,3,1,0,0,6,3,14.601087,76.000000,3,9.411459,65.000000,2,6.210450,59.000000,4,6.132547,59.000000,5,-1.740021,43.000000,7,-4.803870,37.000000,8,-19.436273,7.000000,,,,,,
1760608076359,00010,3,1,0,0,6,10,23.859848,94.000000,5,15.696583,78.000000,2,4.069440,55.000000,7,0.874370,48.000000,8,-0.068975,46.000000,4,-5.000744,36.000000,3,-15.510707,15.000000,,,,,,
1760608076359,00014,3,1,0,0,6,14,6.649500,60.000000,5,8.162964,63.000000,7,6.746697,60.000000,4,-1.987780,42.000000,2,-2.929865,40.000000,3,-16.739566,13.000000,8,-30.891143,0.000000,,,,,,
1760608076459,00012,1,1,0,0,6,12,-18.022255,10.000000,3,11.416808,69.000000,4,7.973386,62.000000,2,-0.627764,45.000000,5,-5.586818,35.000000,8,-10.227498,26.000000,7,-15.463688,15.000000,,,,,,
1760608076559,00002,3,3,0,0,6,2,-18.886962,8.000000,3,10.149467,67.000000,2,7.995086,62.000000,8,7.921056,62.000000,5,0.774465,48.000000,7,-6.947668,32.000000,4,-10.643968,25.000000,,,,,,
1760608076559,00009,3,3,0,0,6,9,-8.657530,29.000000,8,22.652756,92.000000,3,12.177830,71.000000,5,0.689702,48.000000,7,-0.294252,46.000000,2,-0.713751,45.000000,4,-2.618784,41.000000,,,,,,
1760608076559,00006,3,3,0,0,6,6,-15.183569,16.000000,2,29.043618,105.000000,8,2.998879,52.000000,3,2.677941,52.000000,4,1.186169,49.000000,7,-1.711961,43.000000,5,-11.357828,23.000000,,,,,,
1760608076659,00003,2,2,0,0,6,3,7.273531,61.000000,3,10.191836,67.000000,4,8.562058,64.000000,2,3.450167,53.000000,5,2.620366,52.000000,7,-8.289431,30.000000,8,-17.370958,11.000000,,,,,,
1760608076659,00013,2,2,0,0,6,13,-14.050273,18.000000,8,5.342529,57.000000,2,4.992178,56.000000,3,4.278076,55.000000,4,-4.424024,37.000000,5,-11.210060,24.000000,7,-12.430280,21.000000,,,,,,
1760608076759,00009,1,1,0,0,6,9,-9.113212,28.000000,8,24.260149,95.000000,2,4.996842,56.000000,3,2.541404,51.000000,7,1.994698,50.000000,5,-5.240552,36.000000,4,-8.719705,29.000000,,,,,,
1760608076859,00006,1,1,0,0,6,6,-17.092741,12.000000,2,21.289014,89.000000,3,5.604682,58.000000,8,5.052778,57.000000,4,5.017024,56.000000,7,-2.482164,41.000000,5,-13.677127,19.000000,,,,,,
