timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608076359,00011,1,0,0,0,7,11,2.715482,52.000000,2,0.577406,48.000000,8,-0.724459,45.000000,6,-3.605549,39.000000,5,-7.162272,32.000000,3,-8.269080,30.000000,4,-18.157146,10.000000,,,,,,
1760608076459,00009,1,1,0,0,7,9,3.314433,53.000000,8,24.483029,96.000000,3,8.338361,63.000000,2,3.526272,53.000000,5,-3.543553,39.000000,4,-4.025931,38.000000,6,-8.520014,29.000000,,,,,,
1760608076659,00008,4,4,0,0,7,8,-26.409868,0.000000,3,5.504730,57.000000,2,2.465007,51.000000,4,0.071463,47.000000,5,-0.875078,45.000000,8,-5.490893,35.000000,6,-11.276656,24.000000,,,,,,
1760608076659,00009,4,4,0,0,7,9,0.420116,47.000000,8,22.975867,93.000000,3,5.325691,57.000000,2,2.541216,51.000000,5,-2.697102,41.000000,4,-5.712181,35.000000,6,-9.374670,27.000000,,,,,,
1760608076659,00007,4,4,0,0,7,7,-5.712276,35.000000,5,18.353407,83.000000,6,13.370702,73.000000,4,2.949706,52.000000,2,-4.910245,36.000000,3,-18.490285,9.000000,8,-28.069197,0.000000,,,,,,
1760608076659,00010,4,4,0,0,7,10,-1.496250,43.000000,6,19.240851,85.000000,5,8.546389,64.000000,2,6.432900,59.000000,8,-3.920713,38.000000,4,-6.308241,34.000000,3,-12.274073,22.000000,,,,,,
1760608076759,00008,4,4,0,0,7,8,-26.665141,0.000000,2,4.307895,55.000000,3,3.877812,54.000000,4,0.319548,47.000000,5,-2.409969,42.000000,6,-7.151052,32.000000,8,-8.270450,30.000000,,,,,,
1760608076759,00010,4,4,0,0,7,10,-3.013348,40.000000,6,19.455800,86.000000,5,10.158988,67.000000,2,9.643752,66.000000,8,-3.157576,40.000000,4,-5.922602,34.000000,3,-18.488851,9.000000,,,,,,
1760608076759,00001,4,4,0,0,7,1,-11.860788,22.000000,3,23.639707,94.000000,2,11.670619,70.000000,4,6.647545,60.000000,8,-13.230025,20.000000,5,-13.509876,19.000000,6,-25.493989,0.000000,,,,,,
1760608076759,00011,4,4,0,0,7,11,-3.709465,39.000000,2,3.791998,54.000000,8,0.552698,47.000000,6,-3.915884,38.000000,5,-6.909922,32.000000,3,-12.872342,20.000000,4,-18.575862,9.000000,,,,,,
1760608076859,00008,3,3,0,0,7,8,-24.315243,0.000000,2,8.452784,63.000000,3,1.218106,49.000000,4,0.743112,48.000000,5,-0.428897,46.000000,6,-5.047843,36.000000,8,-5.558255,35.000000,,,,,,
1760608076859,00010,3,3,0,0,7,10,-3.655610,39.000000,6,19.138048,85.000000,5,7.493137,61.000000,2,6.389032,59.000000,8,-3.603376,39.000000,4,-10.760494,25.000000,3,-18.424733,9.000000,,,,,,
1760608076859,00003,3,3,0,0,7,3,-1.429296,43.000000,3,12.460947,71.000000,6,10.732124,68.000000,2,5.994599,58.000000,4,4.507257,55.000000,5,4.006939,54.000000,8,-18.872715,8.000000,,,,,,
