timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608164469,00005,2,1,0,0,5,5,39.131258,125.000000,2,-4.036390,38.000000,4,-8.388994,29.000000,7,-8.600804,29.000000,6,-19.229110,8.000000,8,-19.235058,8.000000,3,-29.976048,0.000000,,,,,,
1760608164469,00007,2,1,0,0,5,7,12.444294,71.000000,6,13.783486,74.000000,4,3.302715,53.000000,7,3.284245,53.000000,2,-5.375439,36.000000,3,-13.790708,19.000000,8,-21.073123,4.000000,,,,,,
1760608164569,00007,5,5,0,0,5,7,12.232001,71.000000,6,11.231277,69.000000,7,2.589724,52.000000,4,-3.129121,40.000000,2,-4.038606,38.000000,3,-13.059599,20.000000,8,-22.291384,1.000000,,,,,,
1760608164569,00006,5,5,0,0,5,6,-15.595800,15.000000,2,24.360324,95.000000,3,7.634585,62.000000,8,6.446363,59.000000,7,3.573531,54.000000,4,1.227224,49.000000,6,-16.903189,12.000000,,,,,,
1760608164569,00009,5,5,0,0,5,9,-4.298521,38.000000,8,27.249652,101.000000,3,8.287307,63.000000,7,2.299655,51.000000,2,2.068184,51.000000,4,-4.872765,37.000000,6,-10.999877,24.000000,,,,,,
1760608164569,00002,5,5,0,0,5,2,2.848613,52.000000,3,15.929581,78.000000,8,10.949236,68.000000,2,5.643221,58.000000,7,-4.538925,37.000000,4,-7.588402,31.000000,6,-15.062238,16.000000,,,,,,
1760608164569,00013,5,5,0,0,5,13,-12.395008,21.000000,2,9.587427,66.000000,8,7.517559,62.000000,3,3.856749,54.000000,4,-5.070899,36.000000,7,-6.753217,33.000000,6,-16.695429,13.000000,,,,,,
1760608164669,00007,5,5,0,0,5,7,8.974633,64.000000,6,13.823879,74.000000,7,5.352273,57.000000,2,-1.316448,44.000000,4,-5.948773,34.000000,3,-10.241988,26.000000,8,-22.056673,2.000000,,,,,,
1760608164669,00006,5,5,0,0,5,6,-13.833004,18.000000,2,29.349359,106.000000,3,11.954572,70.000000,8,7.131546,61.000000,4,5.448814,57.000000,7,-1.578894,43.000000,6,-14.361607,17.000000,,,,,,
1760608164669,00009,5,5,0,0,5,9,-3.252206,40.000000,8,26.017042,99.000000,3,8.370551,63.000000,7,2.552534,52.000000,2,-0.782899,45.000000,4,-3.337151,40.000000,6,-10.534265,25.000000,,,,,,
