timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1760608164469,00008,2,1,0,0,4,8,11.072003,69.000000,2,6.041372,59.000000,3,2.574953,52.000000,5,-4.346536,38.000000,8,-7.680560,31.000000,6,-10.071496,26.000000,7,-26.057531,0.000000,,,,,,
1760608164469,00012,2,1,0,0,4,12,7.814845,62.000000,3,7.775574,62.000000,2,-0.420314,46.000000,5,-8.070191,30.000000,7,-13.757482,19.000000,6,-14.566479,17.000000,8,-18.431229,9.000000,,,,,,
1760608164569,00014,1,1,0,0,4,14,-9.337489,28.000000,6,8.816186,64.000000,5,8.603477,64.000000,7,5.976294,58.000000,2,-0.795327,45.000000,3,-10.183476,26.000000,8,-35.608542,0.000000,,,,,,
1760608164669,00004,3,3,0,0,4,4,-6.711422,33.000000,2,16.447621,80.000000,7,9.894653,66.000000,8,4.807779,56.000000,6,-1.047894,44.000000,3,-7.906654,30.000000,5,-14.158589,18.000000,,,,,,
1760608164669,00010,3,3,0,0,4,10,-5.700632,35.000000,6,19.185699,85.000000,5,16.949039,81.000000,2,8.759032,64.000000,7,1.652269,50.000000,8,-1.745223,43.000000,3,-17.109864,12.000000,,,,,,
1760608164669,00011,3,3,0,0,4,11,-16.357964,13.000000,2,4.379172,55.000000,7,1.593873,50.000000,8,0.257928,47.000000,6,-2.917823,40.000000,5,-6.661116,33.000000,3,-9.197509,28.000000,,,,,,
1760608164769,00004,3,3,0,0,4,4,-8.793699,29.000000,2,12.783087,72.000000,7,6.905150,60.000000,8,3.286435,53.000000,6,-4.720351,37.000000,3,-6.214417,34.000000,5,-14.629095,17.000000,,,,,,
1760608164769,00003,3,3,0,0,4,3,10.235200,67.000000,6,13.935131,74.000000,3,5.465307,57.000000,2,4.507248,55.000000,5,-1.855292,43.000000,7,-2.743640,41.000000,8,-21.103067,4.000000,,,,,,
1760608164769,00014,3,3,0,0,4,14,-7.953479,30.000000,6,15.020288,77.000000,5,9.777631,66.000000,7,3.225625,53.000000,2,-2.553780,41.000000,3,-7.351551,32.000000,8,-35.446560,0.000000,,,,,,
1760608164869,00006,2,2,0,0,4,6,1.810669,50.000000,2,25.429482,98.000000,3,11.500093,70.000000,8,9.667743,66.000000,7,-3.217744,40.000000,5,-9.477431,27.000000,6,-19.971159,6.000000,,,,,,
1760608164869,00013,2,2,0,0,4,13,0.712522,48.000000,3,16.590119,80.000000,8,11.466008,69.000000,2,7.490262,61.000000,7,-3.971562,38.000000,5,-9.807232,27.000000,6,-16.093132,14.000000,,,,,,
1760608164969,00013,2,2,0,0,4,13,-2.282969,42.000000,3,14.544417,76.000000,8,10.425486,67.000000,2,7.551122,62.000000,7,-7.989074,30.000000,5,-11.269428,24.000000,6,-11.562855,23.000000,,,,,,
1760608164969,00003,2,2,0,0,4,3,8.877106,64.000000,6,13.157431,73.000000,3,5.904584,58.000000,2,2.208106,51.000000,5,-3.218866,40.000000,7,-8.307490,30.000000,8,-24.193831,0.000000,,,,,,
