% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.00221428	1	0	0	3.81614e-13	804.512	0
0.00221428	1	0	0	1.33609e-13	281.672	0
0.00221428	1	0	0	2.80007e-13	590.307	0
0.00221428	1	0	0	1.19735e-13	252.424	0
0.00321428	1	0	0	1.22327e-13	257.888	0
0.00321428	1	0	0	2.8678e-13	604.586	0
0.00321428	1	0	0	4.89576e-13	1032.12	0
0.00321428	1	0	0	1.18492e-13	249.804	0
0.00321428	1	0	0	1.19034e-13	250.947	0
0.00321428	1	0	0	1.59213e-12	3356.5	0
0.00321428	1	0	0	2.94283e-13	620.403	0
0.00321428	1	0	0	2.30464e-13	485.861	0
0.00321428	1	0	0	1.54803e-13	326.352	0
0.00321428	1	0	0	1.83095e-13	385.997	0
0.00321428	1	0	0	3.81611e-13	804.506	0
0.00321428	1	0	0	1.33608e-13	281.67	0
0.00321428	1	0	0	2.80005e-13	590.301	0
0.00321428	1	0	0	1.19734e-13	252.422	0
0.00421428	1	0	0	1.22328e-13	257.89	0
0.00421428	1	0	0	2.86781e-13	604.587	0
0.00421428	1	0	0	4.89581e-13	1032.13	0
0.00421428	1	0	0	1.18492e-13	249.802	0
0.00421428	1	0	0	1.19034e-13	250.946	0
0.00421428	1	0	0	1.59209e-12	3356.43	0
0.00421428	1	0	0	2.94284e-13	620.406	0
0.00421428	1	0	0	2.30464e-13	485.86	0
0.00421428	1	0	0	1.54801e-13	326.35	0
0.00421428	1	0	0	1.83093e-13	385.994	0
0.00421428	1	0	0	3.81607e-13	804.499	0
0.00421428	1	0	0	1.33607e-13	281.669	0
0.00421428	1	0	0	2.80002e-13	590.296	0
0.00421428	1	0	0	1.19733e-13	252.42	0
0.00521428	1	0	0	1.22329e-13	257.891	0
0.00521428	1	0	0	2.86782e-13	604.589	0
0.00521428	1	0	0	4.89586e-13	1032.14	0
0.00521428	1	0	0	1.18491e-13	249.801	0
0.00521428	1	0	0	1.19034e-13	250.946	0
0.00521428	1	0	0	1.59206e-12	3356.36	0
0.00521428	1	0	0	2.94286e-13	620.409	0
0.00521428	1	0	0	2.30463e-13	485.859	0
0.00521428	1	0	0	1.548e-13	326.348	0
0.00521428	1	0	0	1.83091e-13	385.99	0
0.00521428	1	0	0	3.81604e-13	804.492	0
0.00521428	1	0	0	1.33607e-13	281.668	0
0.00521428	1	0	0	2.8e-13	590.291	0
0.00521428	1	0	0	1.19733e-13	252.419	0
0.00621428	1	0	0	1.22329e-13	257.893	0
0.00621428	1	0	0	2.86782e-13	604.59	0
0.00621428	1	0	0	4.89591e-13	1032.15	0
0.00621428	1	0	0	1.1849e-13	249.8	0
0.00621428	1	0	0	1.19034e-13	250.946	0
0.00621428	1	0	0	1.59203e-12	3356.29	0
0.00621428	1	0	0	2.94287e-13	620.412	0
0.00621428	1	0	0	2.30463e-13	485.858	0
0.00621428	1	0	0	1.54799e-13	326.346	0
0.00621428	1	0	0	1.8309e-13	385.987	0
0.00621428	1	0	0	3.81601e-13	804.485	0
0.00621428	1	0	0	1.33606e-13	281.667	0
0.00621428	1	0	0	2.79997e-13	590.286	0
0.00621428	1	0	0	1.19732e-13	252.417	0
0.00721428	1	0	0	1.2233e-13	257.894	0
0.00721428	1	0	0	2.86783e-13	604.591	0
0.00721428	1	0	0	4.89596e-13	1032.16	0
0.00721428	1	0	0	1.1849e-13	249.799	0
0.00721428	1	0	0	1.19034e-13	250.946	0
0.00721428	1	0	0	1.592e-12	3356.22	0
0.00721428	1	0	0	2.94288e-13	620.415	0
0.00721428	1	0	0	2.30462e-13	485.857	0
0.00721428	1	0	0	1.54798e-13	326.343	0
0.00721428	1	0	0	1.83088e-13	385.983	0
0.00721428	1	0	0	3.81598e-13	804.479	0
0.00721428	1	0	0	1.33606e-13	281.665	0
0.00721428	1	0	0	2.79995e-13	590.281	0
0.00721428	1	0	0	1.19731e-13	252.415	0
0.00821428	1	0	0	1.22331e-13	257.896	0
0.00821428	1	0	0	2.86783e-13	604.593	0
0.00821428	1	0	0	4.89601e-13	1032.17	0
0.00821428	1	0	0	1.18489e-13	249.797	0
0.00821428	1	0	0	1.19034e-13	250.946	0
0.00821428	1	0	0	1.59196e-12	3356.15	0
0.00821428	1	0	0	2.9429e-13	620.417	0
0.00821428	1	0	0	2.30462e-13	485.856	0
0.00821428	1	0	0	1.54797e-13	326.341	0
0.00821428	1	0	0	1.83086e-13	385.98	0
0.00821428	1	0	0	3.81595e-13	804.472	0
0.00821428	1	0	0	1.33605e-13	281.664	0
0.00821428	1	0	0	2.79992e-13	590.276	0
0.00821428	1	0	0	1.1973e-13	252.413	0
0.00921428	1	0	0	1.22331e-13	257.897	0
0.00921428	1	0	0	2.86784e-13	604.594	0
0.00921428	1	0	0	4.89606e-13	1032.18	0
0.00921428	1	0	0	1.18489e-13	249.796	0
0.00921428	1	0	0	1.19034e-13	250.946	0
0.00921428	1	0	0	1.59193e-12	3356.08	0
0.00921428	1	0	0	2.94291e-13	620.42	0
0.00921428	1	0	0	2.30461e-13	485.855	0
0.00921428	1	0	0	1.54796e-13	326.339	0
0.00921428	1	0	0	1.83085e-13	385.976	0
0.00921428	1	0	0	3.81591e-13	804.465	0
0.00921428	1	0	0	1.33604e-13	281.663	0
0.00921428	1	0	0	2.7999e-13	590.27	0
0.00921428	1	0	0	1.19729e-13	252.412	0
0.0102143	1	0	0	1.22332e-13	257.899	0
0.0102143	1	0	0	2.86785e-13	604.595	0
0.0102143	1	0	0	4.89611e-13	1032.19	0
0.0102143	1	0	0	1.18488e-13	249.795	0
0.0102143	1	0	0	1.19034e-13	250.946	0
0.0102143	1	0	0	1.5919e-12	3356.02	0
0.0102143	1	0	0	2.94293e-13	620.423	0
0.0102143	1	0	0	2.3046e-13	485.853	0
0.0102143	1	0	0	1.54795e-13	326.337	0
0.0102143	1	0	0	1.83083e-13	385.973	0
0.0102143	1	0	0	3.81588e-13	804.459	0
0.0102143	1	0	0	1.33604e-13	281.661	0
0.0102143	1	0	0	2.79987e-13	590.265	0
0.0102143	1	0	0	1.19729e-13	252.41	0
0.0112143	1	0	0	1.22333e-13	257.9	0
0.0112143	1	0	0	2.86785e-13	604.597	0
0.0112143	1	0	0	4.89616e-13	1032.2	0
0.0112143	1	0	0	1.18487e-13	249.793	0
0.0112143	1	0	0	1.19034e-13	250.946	0
0.0112143	1	0	0	1.59187e-12	3355.95	0
0.0112143	1	0	0	2.94294e-13	620.426	0
0.0112143	1	0	0	2.3046e-13	485.852	0
0.0112143	1	0	0	1.54794e-13	326.334	0
0.0112143	1	0	0	1.83081e-13	385.97	0
0.0112143	1	0	0	3.81585e-13	804.452	0
0.0112143	1	0	0	1.33603e-13	281.66	0
0.0112143	1	0	0	2.79985e-13	590.26	0
0.0112143	1	0	0	1.19728e-13	252.408	0
0.0122143	1	0	0	1.22333e-13	257.902	0
0.0122143	1	0	0	2.86786e-13	604.598	0
0.0122143	1	0	0	4.89621e-13	1032.21	0
0.0122143	1	0	0	1.18487e-13	249.792	0
0.0122143	1	0	0	1.19034e-13	250.946	0
0.0122143	1	0	0	1.59183e-12	3355.88	0
0.0122143	1	0	0	2.94295e-13	620.429	0
0.0122143	1	0	0	2.30459e-13	485.851	0
0.0122143	1	0	0	1.54793e-13	326.332	0
0.0122143	1	0	0	1.8308e-13	385.966	0
0.0122143	1	0	0	3.81582e-13	804.445	0
0.0122143	1	0	0	1.33602e-13	281.659	0
0.0122143	1	0	0	2.79982e-13	590.255	0
0.0122143	1	0	0	1.19727e-13	252.407	0
0.0132143	1	0	0	1.22334e-13	257.903	0
0.0132143	1	0	0	2.86787e-13	604.6	0
0.0132143	1	0	0	4.89627e-13	1032.22	0
0.0132143	1	0	0	1.18486e-13	249.791	0
0.0132143	1	0	0	1.19034e-13	250.946	0
0.0132143	1	0	0	1.5918e-12	3355.81	0
0.0132143	1	0	0	2.94297e-13	620.432	0
0.0132143	1	0	0	2.30459e-13	485.85	0
0.0132143	1	0	0	1.54792e-13	326.33	0
0.0132143	1	0	0	1.83078e-13	385.963	0
0.0132143	1	0	0	3.81579e-13	804.438	0
0.0132143	1	0	0	1.33602e-13	281.657	0
0.0132143	1	0	0	2.7998e-13	590.25	0
0.0132143	1	0	0	1.19726e-13	252.405	0
0.0142143	1	0	0	1.22335e-13	257.905	0
0.0142143	1	0	0	2.86787e-13	604.601	0
0.0142143	1	0	0	4.89632e-13	1032.23	0
0.0142143	1	0	0	1.18486e-13	249.79	0
0.0142143	1	0	0	1.19034e-13	250.946	0
0.0142143	1	0	0	1.59177e-12	3355.74	0
0.0142143	1	0	0	2.94298e-13	620.435	0
0.0142143	1	0	0	2.30458e-13	485.849	0
0.0142143	1	0	0	1.54791e-13	326.328	0
0.0142143	1	0	0	1.83077e-13	385.959	0
0.0142143	1	0	0	3.81575e-13	804.432	0
0.0142143	1	0	0	1.33601e-13	281.656	0
0.0142143	1	0	0	2.79978e-13	590.245	0
0.0142143	1	0	0	1.19725e-13	252.403	0
0.0152143	1	0	0	1.22336e-13	257.906	0
0.0152143	1	0	0	2.86788e-13	604.602	0
0.0152143	1	0	0	4.89637e-13	1032.24	0
0.0152143	1	0	0	1.18485e-13	249.788	0
0.0152143	1	0	0	1.19034e-13	250.946	0
0.0152143	1	0	0	1.59174e-12	3355.67	0
0.0152143	1	0	0	2.943e-13	620.438	0
0.0152143	1	0	0	2.30458e-13	485.848	0
0.0152143	1	0	0	1.5479e-13	326.325	0
0.0152143	1	0	0	1.83075e-13	385.956	0
0.0152143	1	0	0	3.81572e-13	804.425	0
0.0152143	1	0	0	1.33601e-13	281.655	0
0.0152143	1	0	0	2.79975e-13	590.239	0
0.0152143	1	0	0	1.19725e-13	252.401	0
0.0162143	1	0	0	1.22336e-13	257.908	0
0.0162143	1	0	0	2.86789e-13	604.604	0
0.0162143	1	0	0	4.89642e-13	1032.26	0
0.0162143	1	0	0	1.18484e-13	249.787	0
0.0162143	1	0	0	1.19034e-13	250.946	0
0.0162143	1	0	0	1.5917e-12	3355.6	0
0.0162143	1	0	0	2.94301e-13	620.441	0
0.0162143	1	0	0	2.30457e-13	485.846	0
0.0162143	1	0	0	1.54789e-13	326.323	0
0.0162143	1	0	0	1.83073e-13	385.952	0
0.0162143	1	0	0	3.81569e-13	804.418	0
0.0162143	1	0	0	1.336e-13	281.654	0
0.0162143	1	0	0	2.79973e-13	590.234	0
0.0162143	1	0	0	1.19724e-13	252.4	0
0.0172143	1	0	0	1.22337e-13	257.909	0
0.0172143	1	0	0	2.86789e-13	604.605	0
0.0172143	1	0	0	4.89647e-13	1032.27	0
0.0172143	1	0	0	1.18484e-13	249.786	0
0.0172143	1	0	0	1.19034e-13	250.946	0
0.0172143	1	0	0	1.59167e-12	3355.53	0
0.0172143	1	0	0	2.94302e-13	620.444	0
0.0172143	1	0	0	2.30457e-13	485.845	0
0.0172143	1	0	0	1.54788e-13	326.321	0
0.0172143	1	0	0	1.83072e-13	385.949	0
0.0172143	1	0	0	3.81566e-13	804.411	0
0.0172143	1	0	0	1.33599e-13	281.652	0
0.0172143	1	0	0	2.7997e-13	590.229	0
0.0172143	1	0	0	1.19723e-13	252.398	0
0.0182143	1	0	0	1.22338e-13	257.91	0
0.0182143	1	0	0	2.8679e-13	604.607	0
0.0182143	1	0	0	4.89652e-13	1032.28	0
0.0182143	1	0	0	1.18483e-13	249.784	0
0.0182143	1	0	0	1.19034e-13	250.946	0
0.0182143	1	0	0	1.59164e-12	3355.47	0
0.0182143	1	0	0	2.94304e-13	620.447	0
0.0182143	1	0	0	2.30456e-13	485.844	0
0.0182143	1	0	0	1.54787e-13	326.319	0
0.0182143	1	0	0	1.8307e-13	385.945	0
0.0182143	1	0	0	3.81563e-13	804.405	0
0.0182143	1	0	0	1.33599e-13	281.651	0
0.0182143	1	0	0	2.79968e-13	590.224	0
0.0182143	1	0	0	1.19722e-13	252.396	0
0.0192143	1	0	0	1.22338e-13	257.912	0
0.0192143	1	0	0	2.86791e-13	604.608	0
0.0192143	1	0	0	4.89657e-13	1032.29	0
0.0192143	1	0	0	1.18482e-13	249.783	0
0.0192143	1	0	0	1.19034e-13	250.946	0
0.0192143	1	0	0	1.5916e-12	3355.4	0
0.0192143	1	0	0	2.94305e-13	620.45	0
0.0192143	1	0	0	2.30456e-13	485.843	0
0.0192143	1	0	0	1.54786e-13	326.316	0
0.0192143	1	0	0	1.83068e-13	385.942	0
0.0192143	1	0	0	3.81559e-13	804.398	0
0.0192143	1	0	0	1.33598e-13	281.65	0
0.0192143	1	0	0	2.79965e-13	590.219	0
0.0192143	1	0	0	1.19721e-13	252.395	0
0.0202143	1	0	0	1.22339e-13	257.913	0
0.0202143	1	0	0	2.86791e-13	604.609	0
0.0202143	1	0	0	4.89662e-13	1032.3	0
0.0202143	1	0	0	1.18482e-13	249.782	0
0.0202143	1	0	0	1.19034e-13	250.946	0
0.0202143	1	0	0	1.59157e-12	3355.33	0
0.0202143	1	0	0	2.94307e-13	620.453	0
0.0202143	1	0	0	2.30455e-13	485.842	0
0.0202143	1	0	0	1.54784e-13	326.314	0
0.0202143	1	0	0	1.83067e-13	385.938	0
0.0202143	1	0	0	3.81556e-13	804.391	0
0.0202143	1	0	0	1.33598e-13	281.648	0
0.0202143	1	0	0	2.79963e-13	590.214	0
0.0202143	1	0	0	1.1972e-13	252.393	0
0.0212143	1	0	0	1.2234e-13	257.915	0
0.0212143	1	0	4	2.86792e-13	604.611	0
0.0212143	1	0	8	4.89667e-13	1032.31	0
0.0212143	1	0	1	1.18481e-13	249.78	0
0.0212143	1	0	7	1.19034e-13	250.946	0
0.0212143	1	0	2	1.59154e-12	3355.26	0
0.0212143	1	0	9	2.94308e-13	620.456	0
0.0212143	1	0	0	2.30454e-13	485.841	0
0.0212143	1	0	6	1.54783e-13	326.312	0
0.0212143	1	0	0	1.83065e-13	385.935	0
0.0212143	1	0	0	3.81553e-13	804.384	0
0.0212143	1	0	5	1.33597e-13	281.647	0
0.0212143	1	0	3	2.7996e-13	590.208	0
0.0212143	1	0	10	1.1972e-13	252.391	0
0.0222143	1	0	0	1.2234e-13	257.916	0
0.0222143	1	0	4	2.86793e-13	604.612	0
0.0222143	1	0	8	4.89672e-13	1032.32	0
0.0222143	1	0	1	1.18481e-13	249.779	0
0.0222143	1	0	7	1.19034e-13	250.946	0
0.0222143	1	0	2	1.59151e-12	3355.19	0
0.0222143	1	0	9	2.94309e-13	620.458	0
0.0222143	1	0	0	2.30454e-13	485.84	0
0.0222143	1	0	6	1.54782e-13	326.31	0
0.0222143	1	0	0	1.83063e-13	385.932	0
0.0222143	1	0	0	3.8155e-13	804.378	0
0.0222143	1	0	5	1.33596e-13	281.646	0
0.0222143	1	0	3	2.79958e-13	590.203	0
0.0222143	1	0	10	1.19719e-13	252.39	0
0.0232143	1	0	0	1.22341e-13	257.918	0
0.0232143	1	0	4	2.86793e-13	604.614	0
0.0232143	1	0	8	4.89677e-13	1032.33	0
0.0232143	1	0	1	1.1848e-13	249.778	0
0.0232143	1	0	7	1.19034e-13	250.945	0
0.0232143	1	0	2	1.59147e-12	3355.12	0
0.0232143	1	0	9	2.94311e-13	620.461	0
0.0232143	1	0	0	2.30453e-13	485.838	0
0.0232143	1	0	6	1.54781e-13	326.308	0
0.0232143	1	0	0	1.83062e-13	385.928	0
0.0232143	1	0	0	3.81547e-13	804.371	0
0.0232143	1	0	5	1.33596e-13	281.644	0
0.0232143	1	0	3	2.79956e-13	590.198	0
0.0232143	1	0	10	1.19718e-13	252.388	0
0.0242143	1	0	0	1.22342e-13	257.919	0
0.0242143	1	0	4	2.86794e-13	604.615	0
0.0242143	1	0	8	4.89682e-13	1032.34	0
0.0242143	1	0	1	1.18479e-13	249.777	0
0.0242143	1	0	7	1.19034e-13	250.945	0
0.0242143	1	0	2	1.59144e-12	3355.05	0
0.0242143	1	0	9	2.94312e-13	620.464	0
0.0242143	1	0	0	2.30453e-13	485.837	0
0.0242143	1	0	6	1.5478e-13	326.305	0
0.0242143	1	0	0	1.8306e-13	385.925	0
0.0242143	1	0	0	3.81543e-13	804.364	0
0.0242143	1	0	5	1.33595e-13	281.643	0
0.0242143	1	0	3	2.79953e-13	590.193	0
0.0242143	1	0	10	1.19717e-13	252.386	0
0.0252143	1	0	0	1.22343e-13	257.921	0
0.0252143	1	0	4	2.86795e-13	604.616	0
0.0252143	1	0	8	4.89688e-13	1032.35	0
0.0252143	1	0	1	1.18479e-13	249.775	0
0.0252143	1	0	7	1.19034e-13	250.945	0
0.0252143	1	0	2	1.59141e-12	3354.98	0
0.0252143	1	0	9	2.94313e-13	620.467	0
0.0252143	1	0	0	2.30452e-13	485.836	0
0.0252143	1	0	6	1.54779e-13	326.303	0
0.0252143	1	0	0	1.83058e-13	385.921	0
0.0252143	1	0	0	3.8154e-13	804.358	0
0.0252143	1	0	5	1.33594e-13	281.642	0
0.0252143	1	0	3	2.79951e-13	590.188	0
0.0252143	1	0	10	1.19716e-13	252.384	0
0.0262143	1	0	14	1.22343e-13	257.922	0
0.0262143	1	0	4	2.86795e-13	604.618	0
0.0262143	1	0	8	4.89693e-13	1032.36	0
0.0262143	1	0	1	1.18478e-13	249.774	0
0.0262143	1	0	7	1.19034e-13	250.945	0
0.0262143	1	0	2	1.59138e-12	3354.92	0
0.0262143	1	0	9	2.94315e-13	620.47	0
0.0262143	1	0	13	2.30452e-13	485.835	0
0.0262143	1	0	6	1.54778e-13	326.301	0
0.0262143	1	0	11	1.83057e-13	385.918	0
0.0262143	1	0	12	3.81537e-13	804.351	0
0.0262143	1	0	5	1.33594e-13	281.641	0
0.0262143	1	0	3	2.79948e-13	590.183	0
0.0262143	1	0	10	1.19716e-13	252.383	0
0.0272143	1	0	14	1.22344e-13	257.924	0
0.0272143	1	0	4	2.86796e-13	604.619	0
0.0272143	1	0	8	4.89698e-13	1032.37	0
0.0272143	1	0	1	1.18478e-13	249.773	0
0.0272143	1	0	7	1.19034e-13	250.945	0
0.0272143	1	0	2	1.59134e-12	3354.85	0
0.0272143	1	0	9	2.94316e-13	620.473	0
0.0272143	1	0	13	2.30451e-13	485.834	0
0.0272143	1	0	6	1.54777e-13	326.299	0
0.0272143	1	0	11	1.83055e-13	385.914	0
0.0272143	1	0	12	3.81534e-13	804.344	0
0.0272143	1	0	5	1.33593e-13	281.639	0
0.0272143	1	0	3	2.79946e-13	590.177	0
0.0272143	1	0	10	1.19715e-13	252.381	0
0.0282143	1	0	14	1.22345e-13	257.925	0
0.0282143	1	0	4	2.86797e-13	604.621	0
0.0282143	1	0	8	4.89703e-13	1032.38	0
0.0282143	1	0	1	1.18477e-13	249.771	0
0.0282143	1	0	7	1.19034e-13	250.945	0
0.0282143	1	0	2	1.59131e-12	3354.78	0
0.0282143	1	0	9	2.94318e-13	620.476	0
0.0282143	1	0	13	2.30451e-13	485.833	0
0.0282143	1	0	6	1.54776e-13	326.296	0
0.0282143	1	0	11	1.83054e-13	385.911	0
0.0282143	1	0	12	3.81531e-13	804.337	0
0.0282143	1	0	5	1.33593e-13	281.638	0
0.0282143	1	0	3	2.79943e-13	590.172	0
0.0282143	1	0	10	1.19714e-13	252.379	0
0.0292143	1	0	14	1.22345e-13	257.927	0
0.0292143	1	0	4	2.86797e-13	604.622	0
0.0292143	1	0	8	4.89708e-13	1032.39	0
0.0292143	1	0	1	1.18476e-13	249.77	0
0.0292143	1	0	7	1.19034e-13	250.945	0
0.0292143	1	0	2	1.59128e-12	3354.71	0
0.0292143	1	0	9	2.94319e-13	620.479	0
0.0292143	1	0	13	2.3045e-13	485.831	0
0.0292143	1	0	6	1.54775e-13	326.294	0
0.0292143	1	0	11	1.83052e-13	385.907	0
0.0292143	1	0	12	3.81527e-13	804.331	0
0.0292143	1	0	5	1.33592e-13	281.637	0
0.0292143	1	0	3	2.79941e-13	590.167	0
0.0292143	1	0	10	1.19713e-13	252.378	0
0.0302143	1	0	14	1.22346e-13	257.928	0
0.0302143	1	0	4	2.86798e-13	604.623	0
0.0302143	1	0	8	4.89713e-13	1032.41	0
0.0302143	1	0	1	1.18476e-13	249.769	0
0.0302143	1	0	7	1.19034e-13	250.945	0
0.0302143	1	0	2	1.59125e-12	3354.64	0
0.0302143	1	0	9	2.9432e-13	620.482	0
0.0302143	1	0	13	2.3045e-13	485.83	0
0.0302143	1	0	6	1.54774e-13	326.292	0
0.0302143	1	0	11	1.8305e-13	385.904	0
0.0302143	1	0	12	3.81524e-13	804.324	0
0.0302143	1	0	5	1.33591e-13	281.635	0
0.0302143	1	0	3	2.79938e-13	590.162	0
0.0302143	1	0	10	1.19712e-13	252.376	0
0.0312143	1	0	14	1.22347e-13	257.93	0
0.0312143	1	0	4	2.86799e-13	604.625	0
0.0312143	1	0	8	4.89718e-13	1032.42	0
0.0312143	1	0	1	1.18475e-13	249.767	0
0.0312143	1	0	7	1.19034e-13	250.945	0
0.0312143	1	0	2	1.59121e-12	3354.57	0
0.0312143	1	0	9	2.94322e-13	620.485	0
0.0312143	1	0	13	2.30449e-13	485.829	0
0.0312143	1	0	6	1.54773e-13	326.29	0
0.0312143	1	0	11	1.83049e-13	385.9	0
0.0312143	1	0	12	3.81521e-13	804.317	0
0.0312143	1	0	5	1.33591e-13	281.634	0
0.0312143	1	0	3	2.79936e-13	590.157	0
0.0312143	1	0	10	1.19712e-13	252.374	0
0.0322143	1	0	14	1.22347e-13	257.931	0
0.0322143	1	0	4	2.86799e-13	604.626	0
0.0322143	1	0	8	4.89723e-13	1032.43	0
0.0322143	1	0	1	1.18474e-13	249.766	0
0.0322143	1	0	7	1.19034e-13	250.945	0
0.0322143	1	0	2	1.59118e-12	3354.5	0
0.0322143	1	0	9	2.94323e-13	620.488	0
0.0322143	1	0	13	2.30448e-13	485.828	0
0.0322143	1	0	6	1.54772e-13	326.287	0
0.0322143	1	0	11	1.83047e-13	385.897	0
0.0322143	1	0	12	3.81518e-13	804.31	0
0.0322143	1	0	5	1.3359e-13	281.633	0
0.0322143	1	0	3	2.79933e-13	590.152	0
0.0322143	1	0	10	1.19711e-13	252.372	0
0.0332143	1	0	14	1.22348e-13	257.933	0
0.0332143	1	0	4	2.868e-13	604.628	0
0.0332143	1	0	8	4.89728e-13	1032.44	0
0.0332143	1	0	1	1.18474e-13	249.765	0
0.0332143	1	0	7	1.19034e-13	250.945	0
0.0332143	1	0	2	1.59115e-12	3354.44	0
0.0332143	1	0	9	2.94325e-13	620.491	0
0.0332143	1	0	13	2.30448e-13	485.827	0
0.0332143	1	0	6	1.54771e-13	326.285	0
0.0332143	1	0	11	1.83045e-13	385.894	0
0.0332143	1	0	12	3.81515e-13	804.304	0
0.0332143	1	0	5	1.3359e-13	281.631	0
0.0332143	1	0	3	2.79931e-13	590.146	0
0.0332143	1	0	10	1.1971e-13	252.371	0
0.0342143	1	0	14	1.22349e-13	257.934	0
0.0342143	1	0	4	2.86801e-13	604.629	0
0.0342143	1	0	8	4.89733e-13	1032.45	0
0.0342143	1	0	1	1.18473e-13	249.764	0
0.0342143	1	0	7	1.19034e-13	250.945	0
0.0342143	1	0	2	1.59112e-12	3354.37	0
0.0342143	1	0	9	2.94326e-13	620.494	0
0.0342143	1	0	13	2.30447e-13	485.826	0
0.0342143	1	0	6	1.5477e-13	326.283	0
0.0342143	1	0	11	1.83044e-13	385.89	0
0.0342143	1	0	12	3.81512e-13	804.297	0
0.0342143	1	0	5	1.33589e-13	281.63	0
0.0342143	1	0	3	2.79929e-13	590.141	0
0.0342143	1	0	10	1.19709e-13	252.369	0
0.0352143	1	0	14	1.2235e-13	257.935	0
0.0352143	1	0	4	2.86801e-13	604.63	0
0.0352143	1	0	8	4.89738e-13	1032.46	0
0.0352143	1	0	1	1.18473e-13	249.762	0
0.0352143	1	0	7	1.19034e-13	250.945	0
0.0352143	1	0	2	1.59108e-12	3354.3	0
0.0352143	1	0	9	2.94327e-13	620.497	0
0.0352143	1	0	13	2.30447e-13	485.825	0
0.0352143	1	0	6	1.54768e-13	326.281	0
0.0352143	1	0	11	1.83042e-13	385.887	0
0.0352143	1	0	12	3.81508e-13	804.29	0
0.0352143	1	0	5	1.33588e-13	281.629	0
0.0352143	1	0	3	2.79926e-13	590.136	0
0.0352143	1	0	10	1.19708e-13	252.367	0
0.0362143	1	0	14	1.2235e-13	257.937	0
0.0362143	1	0	4	2.86802e-13	604.632	0
0.0362143	1	0	8	4.89744e-13	1032.47	0
0.0362143	1	0	1	1.18472e-13	249.761	0
0.0362143	1	0	7	1.19034e-13	250.945	0
0.0362143	1	0	2	1.59105e-12	3354.23	0
0.0362143	1	0	9	2.94329e-13	620.5	0
0.0362143	1	0	13	2.30446e-13	485.823	0
0.0362143	1	0	6	1.54767e-13	326.278	0
0.0362143	1	0	11	1.8304e-13	385.883	0
0.0362143	1	0	12	3.81505e-13	804.283	0
0.0362143	1	0	5	1.33588e-13	281.628	0
0.0362143	1	0	3	2.79924e-13	590.131	0
0.0362143	1	0	10	1.19707e-13	252.366	0
0.0372143	1	0	14	1.22351e-13	257.938	0
0.0372143	1	0	4	2.86803e-13	604.633	0
0.0372143	1	0	8	4.89749e-13	1032.48	0
0.0372143	1	0	1	1.18471e-13	249.76	0
0.0372143	1	0	7	1.19034e-13	250.945	0
0.0372143	1	0	2	1.59102e-12	3354.16	0
0.0372143	1	0	9	2.9433e-13	620.502	0
0.0372143	1	0	13	2.30446e-13	485.822	0
0.0372143	1	0	6	1.54766e-13	326.276	0
0.0372143	1	0	11	1.83039e-13	385.88	0
0.0372143	1	0	12	3.81502e-13	804.277	0
0.0372143	1	0	5	1.33587e-13	281.626	0
0.0372143	1	0	3	2.79921e-13	590.126	0
0.0372143	1	0	10	1.19707e-13	252.364	0
0.0382143	1	0	14	1.22352e-13	257.94	0
